,0
14384,0
14385,0
14386,1
14387,0
14388,0
14389,0
14390,1
14391,1
14392,1
14393,1
14394,1
14395,1
14396,1
14397,1
14398,0
14399,0
14400,1
14401,1
14402,1
14403,1
14404,1
14405,0
14406,1
14407,0
14408,1
14409,0
14410,0
14411,0
14412,0
14413,1
14414,1
14415,1
14416,0
14417,1
14418,0
14419,0
14420,1
14421,1
14422,1
14423,0
14424,1
14425,0
14426,1
14427,0
14428,0
14429,1
14430,1
14431,1
14432,1
14433,1
14434,0
14435,1
14436,1
14437,0
14438,0
14439,0
14440,0
14441,0
14442,0
14443,0
14444,0
14445,1
14446,0
14447,0
14448,1
14449,1
14450,0
14451,1
14452,1
14453,0
14454,1
14455,0
14456,1
14457,1
14458,1
14459,1
14460,0
14461,0
14462,1
14463,1
14464,0
14465,1
14466,0
14467,1
14468,1
14469,1
14470,1
14471,1
14472,0
14473,1
14474,1
14475,1
14476,1
14477,0
14478,1
14479,0
14480,0
14481,1
14482,0
14483,0
14484,0
14485,0
14486,0
14487,0
14488,0
14489,0
14490,0
14491,0
14492,0
14493,0
14494,0
14495,0
14496,0
14497,0
14498,0
14499,0
14500,1
14501,1
14502,1
14503,0
14504,1
14505,0
14506,1
14507,1
14508,0
14509,0
14510,0
14511,0
14512,1
14513,1
14514,1
14515,1
14516,1
14517,1
14518,0
14519,1
14520,0
14521,0
14522,0
14523,0
14524,0
14525,0
14526,0
14527,0
14528,0
14529,0
14530,0
14531,0
14532,0
14533,0
14534,0
14535,0
14536,0
14537,1
14538,0
14539,0
14540,0
14541,0
14542,0
14543,0
14544,1
14545,0
14546,0
14547,1
14548,0
14549,0
14550,0
14551,1
14552,0
14553,0
14554,0
14555,1
14556,1
14557,1
14558,0
14559,1
14560,1
14561,1
14562,0
14563,1
14564,0
14565,1
14566,1
14567,0
14568,1
14569,0
14570,1
14571,1
14572,1
14573,0
14574,1
14575,1
14576,1
14577,0
14578,1
14579,1
14580,1
14581,1
14582,1
14583,1
14584,1
14585,1
14586,0
14587,1
14588,1
14589,1
14590,1
14591,1
14592,1
14593,1
14594,1
14595,1
14596,1
14597,1
14598,1
14599,1
14600,1
14601,1
14602,0
14603,1
14604,1
14605,0
14606,1
14607,1
14608,0
14609,0
14610,1
14611,0
14612,1
14613,0
14614,1
14615,0
14616,1
14617,0
14618,1
14619,1
14620,1
14621,0
14622,1
14623,0
14624,1
14625,1
14626,0
14627,0
14628,1
14629,1
14630,0
14631,0
14632,1
14633,1
14634,1
14635,1
14636,1
14637,0
14638,1
14639,0
14640,1
14641,1
14642,0
14643,0
14644,1
14645,0
14646,0
14647,1
14648,0
14649,0
14650,1
14651,0
14652,0
14653,1
14654,0
14655,0
14656,1
14657,0
14658,0
14659,0
14660,0
14661,1
14662,0
14663,0
14664,0
14665,0
14666,0
14667,1
14668,1
14669,1
14670,1
14671,1
14672,1
14673,1
14674,1
14675,1
14676,1
14677,1
14678,1
14679,0
14680,0
14681,1
14682,1
14683,0
14684,1
14685,0
14686,1
14687,1
14688,1
14689,1
14690,1
14691,1
14692,0
14693,0
14694,1
14695,1
14696,1
14697,0
14698,0
14699,0
14700,1
14701,1
14702,1
14703,1
14704,1
14705,1
14706,1
14707,1
14708,0
14709,1
14710,1
14711,0
14712,1
14713,0
14714,0
14715,1
14716,1
14717,0
14718,1
14719,1
14720,1
14721,1
14722,1
14723,0
14724,1
14725,1
14726,1
14727,1
14728,1
14729,1
14730,1
14731,1
14732,1
14733,1
14734,1
14735,0
14736,1
14737,0
14738,1
14739,0
14740,1
14741,1
14742,0
14743,1
14744,1
14745,1
14746,0
14747,0
14748,1
14749,1
14750,1
14751,1
14752,1
14753,1
14754,1
14755,1
14756,1
14757,0
14758,0
14759,1
14760,1
14761,1
14762,0
14763,1
14764,1
14765,1
14766,1
14767,0
14768,1
14769,0
14770,0
14771,0
14772,0
14773,1
14774,0
14775,1
14776,1
14777,1
14778,0
14779,0
14780,0
14781,0
14782,1
14783,1
14784,0
14785,0
14786,0
14787,0
14788,1
14789,0
14790,1
14791,1
14792,1
14793,1
14794,1
14795,1
14796,1
14797,1
14798,0
14799,1
14800,1
14801,1
14802,0
14803,0
14804,1
14805,0
14806,1
14807,1
14808,1
14809,1
14810,1
14811,0
14812,0
14813,1
14814,1
14815,0
14816,0
14817,0
14818,1
14819,0
14820,1
14821,1
14822,0
14823,0
14824,0
14825,0
14826,1
14827,1
14828,1
14829,1
14830,0
14831,1
14832,1
14833,1
14834,0
14835,0
14836,0
14837,1
14838,1
14839,1
14840,1
14841,1
14842,0
14843,1
14844,1
14845,1
14846,1
14847,1
14848,0
14849,1
14850,1
14851,1
14852,1
14853,1
14854,1
14855,1
14856,1
14857,1
14858,0
14859,1
14860,1
14861,1
14862,0
14863,1
14864,1
14865,1
14866,0
14867,0
14868,0
14869,0
14870,1
14871,0
14872,0
14873,1
14874,1
14875,1
14876,1
14877,0
14878,1
14879,1
14880,1
14881,1
14882,1
14883,0
14884,0
14885,0
14886,0
14887,1
14888,0
14889,1
14890,1
14891,1
14892,0
14893,1
14894,1
14895,1
14896,1
14897,1
14898,1
14899,1
14900,1
14901,0
14902,1
14903,1
14904,1
14905,1
14906,1
14907,1
14908,1
14909,0
14910,1
14911,1
14912,1
14913,0
14914,0
14915,0
14916,0
14917,1
14918,0
14919,1
14920,1
14921,0
14922,1
14923,1
14924,0
14925,0
14926,1
14927,1
14928,1
14929,1
14930,1
14931,1
14932,1
14933,1
14934,1
14935,1
14936,1
14937,1
14938,0
14939,1
14940,1
14941,1
14942,1
14943,0
14944,1
14945,1
14946,1
14947,1
14948,1
14949,1
14950,1
14951,1
14952,0
14953,1
14954,1
14955,1
14956,1
14957,1
14958,1
14959,1
14960,1
14961,0
14962,0
14963,0
14964,0
14965,0
14966,0
14967,0
14968,1
14969,0
14970,0
14971,0
14972,0
14973,0
14974,1
14975,0
14976,0
14977,0
14978,1
14979,1
14980,1
14981,1
14982,1
14983,1
14984,0
14985,1
14986,1
14987,0
14988,1
14989,1
14990,1
14991,0
14992,1
14993,0
14994,1
14995,1
14996,1
14997,0
14998,0
14999,0
15000,1
15001,1
15002,1
15003,1
15004,1
15005,1
15006,0
15007,0
15008,1
15009,1
15010,0
15011,1
15012,1
15013,0
15014,1
15015,1
15016,1
15017,0
15018,1
15019,0
15020,1
15021,0
15022,0
15023,1
15024,1
15025,0
15026,1
15027,0
15028,1
15029,1
15030,1
15031,0
15032,0
15033,0
15034,0
15035,0
15036,1
15037,0
15038,0
15039,0
15040,0
15041,0
15042,0
15043,0
15044,1
15045,0
15046,1
15047,1
15048,0
15049,1
15050,1
15051,0
15052,1
15053,0
15054,0
15055,0
15056,0
15057,0
15058,0
15059,0
15060,1
15061,1
15062,0
15063,0
15064,0
15065,0
15066,0
15067,0
15068,1
15069,0
15070,0
15071,0
15072,1
15073,0
15074,1
15075,1
15076,1
15077,1
15078,1
15079,1
15080,1
15081,1
15082,1
15083,1
15084,1
15085,0
15086,1
15087,1
15088,1
15089,1
15090,1
15091,1
15092,1
15093,0
15094,0
15095,1
15096,1
15097,1
15098,1
15099,1
15100,1
15101,1
15102,1
15103,1
15104,1
15105,1
15106,1
15107,1
15108,1
15109,1
15110,1
15111,0
15112,1
15113,1
15114,1
15115,1
15116,1
15117,1
15118,1
15119,0
15120,1
15121,0
15122,0
15123,1
15124,1
15125,0
15126,1
15127,0
15128,0
15129,0
15130,0
15131,0
15132,0
15133,0
15134,0
15135,0
15136,1
15137,1
15138,0
15139,1
15140,0
15141,0
15142,0
15143,0
15144,0
15145,1
15146,1
15147,1
15148,1
15149,0
15150,1
15151,1
15152,1
15153,1
15154,1
15155,1
15156,1
15157,0
15158,1
15159,1
15160,0
15161,0
15162,0
15163,0
15164,0
15165,0
15166,1
15167,0
15168,1
15169,0
15170,1
15171,1
15172,1
15173,0
15174,1
15175,0
15176,1
15177,1
15178,1
15179,1
15180,1
15181,1
15182,1
15183,1
15184,1
15185,1
15186,1
15187,1
15188,1
15189,1
15190,1
15191,1
15192,1
15193,1
15194,1
15195,1
15196,1
15197,1
15198,1
15199,1
15200,1
15201,0
15202,1
15203,0
15204,1
15205,1
15206,1
15207,1
15208,1
15209,1
15210,1
15211,1
15212,1
15213,0
15214,1
15215,1
15216,1
15217,1
15218,1
15219,1
15220,0
15221,0
15222,0
15223,1
15224,1
15225,1
15226,1
15227,1
15228,1
15229,1
15230,1
15231,1
15232,0
15233,1
15234,1
15235,1
15236,1
15237,1
15238,0
15239,1
15240,0
15241,0
15242,1
15243,1
15244,1
15245,1
15246,1
15247,0
15248,1
15249,1
15250,1
15251,1
15252,1
15253,0
15254,1
15255,0
15256,0
15257,0
15258,1
15259,1
15260,0
15261,0
15262,1
15263,0
15264,1
15265,1
15266,1
15267,0
15268,1
15269,0
15270,1
15271,1
15272,1
15273,0
15274,0
15275,1
15276,0
15277,1
15278,1
15279,1
15280,1
15281,1
15282,0
15283,1
15284,1
15285,1
15286,1
15287,0
15288,0
15289,1
15290,1
15291,1
15292,1
15293,0
15294,1
15295,0
15296,0
15297,1
15298,0
15299,0
15300,0
15301,0
15302,1
15303,0
15304,0
15305,0
15306,0
15307,1
15308,1
15309,0
15310,0
15311,1
15312,1
15313,1
15314,1
15315,1
15316,1
15317,1
15318,1
15319,0
15320,1
15321,1
15322,1
15323,0
15324,1
15325,1
15326,0
15327,1
15328,1
15329,0
15330,0
15331,1
15332,0
15333,0
15334,0
15335,1
15336,0
15337,1
15338,1
15339,0
15340,1
15341,1
15342,1
15343,1
15344,1
15345,1
15346,0
15347,0
15348,1
15349,0
15350,0
15351,0
15352,0
15353,1
15354,0
15355,0
15356,0
15357,0
15358,0
15359,0
15360,0
15361,0
15362,1
15363,1
15364,1
15365,0
15366,1
15367,1
15368,1
15369,1
15370,0
15371,0
15372,0
15373,1
15374,0
15375,0
15376,1
15377,1
15378,1
15379,0
15380,1
15381,1
15382,1
15383,1
15384,0
15385,1
15386,0
15387,1
15388,0
15389,1
15390,0
15391,1
15392,0
15393,0
15394,1
15395,1
15396,1
15397,1
15398,1
15399,0
15400,0
15401,1
15402,0
15403,1
15404,0
15405,1
15406,1
15407,0
15408,0
15409,0
15410,0
15411,0
15412,1
15413,1
15414,1
15415,0
15416,1
15417,1
15418,0
15419,0
15420,0
15421,0
15422,0
15423,1
15424,0
15425,0
15426,1
15427,1
15428,0
15429,0
15430,1
15431,0
15432,1
15433,1
15434,1
15435,1
15436,0
15437,1
15438,1
15439,1
15440,1
15441,0
15442,0
15443,1
15444,1
15445,1
15446,0
15447,1
15448,1
15449,0
15450,0
15451,0
15452,0
15453,1
15454,0
15455,0
15456,0
15457,0
15458,0
15459,0
15460,0
15461,1
15462,1
15463,0
15464,0
15465,1
15466,1
15467,1
15468,1
15469,1
15470,1
15471,1
15472,0
15473,1
15474,0
15475,1
15476,0
15477,1
15478,1
15479,0
15480,1
15481,0
15482,0
15483,1
15484,1
15485,1
15486,1
15487,0
15488,0
15489,0
15490,1
15491,1
15492,0
15493,1
15494,1
15495,1
15496,1
15497,1
15498,1
15499,1
15500,1
15501,1
15502,1
15503,1
15504,1
15505,1
15506,1
15507,1
15508,1
15509,0
15510,1
15511,0
15512,0
15513,1
15514,1
15515,1
15516,0
15517,0
15518,0
15519,0
15520,0
15521,0
15522,0
15523,0
15524,0
15525,1
15526,1
15527,1
15528,1
15529,1
15530,0
15531,0
15532,0
15533,0
15534,1
15535,1
15536,1
15537,1
15538,1
15539,1
15540,1
15541,1
15542,1
15543,1
15544,1
15545,0
15546,1
15547,1
15548,1
15549,1
15550,1
15551,0
15552,1
15553,1
15554,1
15555,1
15556,1
15557,1
15558,1
15559,1
15560,1
15561,1
15562,1
15563,1
15564,1
15565,1
15566,1
15567,0
15568,1
15569,1
15570,1
15571,0
15572,1
15573,0
15574,0
15575,1
15576,1
15577,0
15578,0
15579,1
15580,0
15581,1
15582,0
15583,0
15584,0
15585,0
15586,1
15587,1
15588,1
15589,1
15590,0
15591,1
15592,0
15593,0
15594,1
15595,0
15596,1
15597,1
15598,0
15599,0
15600,0
15601,1
15602,0
15603,0
15604,1
15605,1
15606,1
15607,1
15608,1
15609,0
15610,0
15611,0
15612,1
15613,1
15614,1
15615,1
15616,1
15617,1
15618,1
15619,1
15620,1
15621,1
15622,1
15623,1
15624,0
15625,1
15626,1
15627,1
15628,1
15629,1
15630,1
15631,1
15632,1
15633,1
15634,0
15635,1
15636,0
15637,1
15638,1
15639,1
15640,0
15641,1
15642,0
15643,1
15644,1
15645,1
15646,1
15647,1
15648,0
15649,1
15650,1
15651,1
15652,0
15653,1
15654,0
15655,1
15656,1
15657,1
15658,0
15659,1
15660,1
15661,1
15662,0
15663,0
15664,1
15665,1
15666,1
15667,0
15668,1
15669,1
15670,0
15671,1
15672,1
15673,1
15674,1
15675,1
15676,0
15677,1
15678,0
15679,0
15680,1
15681,0
15682,0
15683,1
15684,1
15685,1
15686,0
15687,0
15688,1
15689,1
15690,1
15691,1
15692,0
15693,1
15694,0
15695,0
15696,1
15697,0
15698,0
15699,1
15700,0
15701,1
15702,1
15703,0
15704,0
15705,0
15706,1
15707,0
15708,1
15709,0
15710,0
15711,1
15712,1
15713,0
15714,1
15715,0
15716,0
15717,0
15718,1
15719,1
15720,1
15721,1
15722,0
15723,0
15724,0
15725,1
15726,0
15727,1
15728,0
15729,0
15730,0
15731,0
15732,1
15733,1
15734,0
15735,1
15736,1
15737,0
15738,0
15739,0
15740,0
15741,1
15742,1
15743,0
15744,1
15745,0
15746,1
15747,1
15748,0
15749,0
15750,0
15751,0
15752,1
15753,0
15754,0
15755,1
15756,0
15757,0
15758,1
15759,0
15760,0
15761,1
15762,1
15763,1
15764,1
15765,0
15766,1
15767,1
15768,0
15769,1
15770,1
15771,1
15772,1
15773,0
15774,0
15775,0
15776,1
15777,1
15778,0
15779,1
15780,0
15781,0
15782,0
15783,0
15784,0
15785,0
15786,0
15787,1
15788,1
15789,0
15790,0
15791,1
15792,1
15793,0
15794,1
15795,0
15796,1
15797,0
15798,1
15799,1
15800,0
15801,1
15802,0
15803,1
15804,0
15805,0
15806,0
15807,0
15808,1
15809,1
15810,0
15811,1
15812,1
15813,1
15814,1
15815,1
15816,1
15817,1
15818,1
15819,1
15820,1
15821,1
15822,1
15823,1
15824,1
15825,1
15826,1
15827,1
15828,1
15829,1
15830,1
15831,0
15832,1
15833,0
15834,0
15835,1
15836,0
15837,1
15838,0
15839,1
15840,0
15841,1
15842,0
15843,0
15844,0
15845,0
15846,1
15847,1
15848,0
15849,1
15850,0
15851,0
15852,0
15853,0
15854,0
15855,0
15856,1
15857,1
15858,1
15859,0
15860,1
15861,1
15862,1
15863,1
15864,1
15865,1
15866,1
15867,1
15868,1
15869,1
15870,1
15871,1
15872,1
15873,1
15874,1
15875,1
15876,1
15877,0
15878,1
15879,1
15880,1
15881,0
15882,0
15883,1
15884,0
15885,1
15886,1
15887,1
15888,1
15889,1
15890,1
15891,1
15892,1
15893,0
15894,1
15895,1
15896,1
15897,1
15898,0
15899,1
15900,1
15901,0
15902,0
15903,0
15904,0
15905,1
15906,1
15907,1
15908,1
15909,1
15910,0
15911,0
15912,1
15913,1
15914,1
15915,1
15916,1
15917,0
15918,0
15919,0
15920,0
15921,0
15922,0
15923,0
15924,0
15925,0
15926,1
15927,0
15928,0
15929,0
15930,0
15931,0
15932,1
15933,0
15934,0
15935,1
15936,0
15937,1
15938,0
15939,0
15940,1
15941,0
15942,0
15943,0
15944,1
15945,0
15946,1
15947,0
15948,0
15949,0
15950,0
15951,0
15952,1
15953,1
15954,0
15955,1
15956,0
15957,1
15958,0
15959,0
15960,1
15961,0
15962,0
15963,0
15964,1
15965,0
15966,1
15967,1
15968,0
15969,1
15970,0
15971,0
15972,0
15973,1
15974,1
15975,0
15976,1
15977,1
15978,0
15979,1
15980,1
15981,0
15982,1
15983,0
15984,0
15985,0
15986,0
15987,1
15988,0
15989,1
15990,1
15991,0
15992,0
15993,1
15994,0
15995,0
15996,0
15997,1
15998,1
15999,1
16000,1
16001,0
16002,1
16003,1
16004,1
16005,0
16006,1
16007,0
16008,0
16009,1
16010,1
16011,1
16012,1
16013,0
16014,1
16015,0
16016,1
16017,1
16018,1
16019,1
16020,0
16021,1
16022,1
16023,0
16024,1
16025,1
16026,1
16027,1
16028,1
16029,1
16030,1
16031,1
16032,1
16033,1
16034,1
16035,1
16036,1
16037,0
16038,1
16039,1
16040,1
16041,1
16042,1
16043,1
16044,1
16045,1
16046,1
16047,1
16048,0
16049,1
16050,1
16051,1
16052,1
16053,1
16054,0
16055,0
16056,0
16057,0
16058,1
16059,1
16060,1
16061,1
16062,0
16063,0
16064,0
16065,0
16066,0
16067,1
16068,0
16069,1
16070,1
16071,0
16072,0
16073,0
16074,0
16075,1
16076,1
16077,0
16078,0
16079,0
16080,1
16081,1
16082,0
16083,0
16084,0
16085,0
16086,0
16087,0
16088,0
16089,0
16090,0
16091,1
16092,0
16093,0
16094,0
16095,1
16096,0
16097,0
16098,0
16099,0
16100,0
16101,1
16102,1
16103,0
16104,0
16105,0
16106,1
16107,0
16108,0
16109,0
16110,1
16111,0
16112,1
16113,1
16114,0
16115,0
16116,1
16117,1
16118,1
16119,0
16120,0
16121,0
16122,0
16123,1
16124,0
16125,1
16126,0
16127,0
16128,1
16129,0
16130,1
16131,0
16132,0
16133,0
16134,1
16135,1
16136,1
16137,0
16138,0
16139,1
16140,0
16141,0
16142,0
16143,0
16144,0
16145,1
16146,0
16147,0
16148,0
16149,1
16150,0
16151,0
16152,1
16153,0
16154,0
16155,0
16156,1
16157,0
16158,0
16159,0
16160,1
16161,0
16162,1
16163,0
16164,1
16165,0
16166,1
16167,1
16168,1
16169,1
16170,1
16171,1
16172,0
16173,1
16174,1
16175,1
16176,1
16177,1
16178,1
16179,1
16180,1
16181,1
16182,1
16183,0
16184,1
16185,1
16186,1
16187,1
16188,1
16189,1
16190,1
16191,1
16192,1
16193,1
16194,1
16195,1
16196,1
16197,1
16198,1
16199,1
16200,1
16201,1
16202,1
16203,1
16204,1
16205,0
16206,1
16207,1
16208,1
16209,1
16210,1
16211,1
16212,1
16213,1
16214,0
16215,1
16216,1
16217,1
16218,1
16219,1
16220,0
16221,0
16222,1
16223,1
16224,1
16225,1
16226,0
16227,1
16228,0
16229,1
16230,1
16231,1
16232,0
16233,0
16234,0
16235,0
16236,0
16237,1
16238,0
16239,0
16240,1
16241,1
16242,1
16243,1
16244,0
16245,1
16246,1
16247,0
16248,1
16249,1
16250,1
16251,1
16252,0
16253,0
16254,1
16255,1
16256,0
16257,1
16258,1
16259,0
16260,1
16261,1
16262,1
16263,0
16264,1
16265,0
16266,0
16267,1
16268,0
16269,0
16270,1
16271,0
16272,1
16273,0
16274,0
16275,0
16276,1
16277,0
16278,1
16279,0
16280,0
16281,0
16282,0
16283,0
16284,0
16285,0
16286,1
16287,1
16288,0
16289,0
16290,0
16291,0
16292,0
16293,0
16294,0
16295,1
16296,0
16297,1
16298,0
16299,0
16300,0
16301,1
16302,0
16303,1
16304,1
16305,1
16306,0
16307,1
16308,0
16309,0
16310,1
16311,1
16312,1
16313,1
16314,1
16315,0
16316,1
16317,1
16318,0
16319,0
16320,0
16321,0
16322,0
16323,0
16324,1
16325,1
16326,0
16327,1
16328,1
16329,1
16330,1
16331,1
16332,1
16333,1
16334,1
16335,1
16336,0
16337,0
16338,0
16339,0
16340,0
16341,0
16342,1
16343,1
16344,1
16345,0
16346,1
16347,1
16348,1
16349,1
16350,1
16351,1
16352,1
16353,1
16354,1
16355,1
16356,0
16357,1
16358,0
16359,0
16360,1
16361,1
16362,1
16363,1
16364,1
16365,1
16366,1
16367,1
16368,1
16369,0
16370,1
16371,1
16372,0
16373,0
16374,0
16375,0
16376,1
16377,0
16378,1
16379,1
16380,1
16381,0
16382,1
16383,1
16384,1
16385,0
16386,0
16387,0
16388,0
16389,1
16390,1
16391,1
16392,1
16393,1
16394,1
16395,0
16396,1
16397,1
16398,1
16399,1
16400,1
16401,1
16402,0
16403,0
16404,0
16405,0
16406,0
16407,0
16408,1
16409,1
16410,1
16411,1
16412,0
16413,1
16414,1
16415,1
16416,0
16417,1
16418,1
16419,1
16420,1
16421,1
16422,1
16423,1
16424,1
16425,0
16426,0
16427,1
16428,1
16429,1
16430,1
16431,0
16432,0
16433,0
16434,0
16435,0
16436,0
16437,0
16438,0
16439,0
16440,0
16441,0
16442,0
16443,1
16444,1
16445,0
16446,0
16447,0
16448,0
16449,0
16450,0
16451,1
16452,0
16453,0
16454,1
16455,0
16456,0
16457,0
16458,1
16459,1
16460,0
16461,1
16462,0
16463,1
16464,1
16465,0
16466,1
16467,1
16468,1
16469,1
16470,1
16471,1
16472,0
16473,1
16474,0
16475,0
16476,0
16477,1
16478,0
16479,1
16480,0
16481,0
16482,1
16483,0
16484,0
16485,1
16486,0
16487,0
16488,1
16489,0
16490,1
16491,1
16492,0
16493,0
16494,0
16495,0
16496,1
16497,1
16498,0
16499,0
16500,0
16501,0
16502,0
16503,1
16504,1
16505,0
16506,0
16507,1
16508,0
16509,0
16510,1
16511,0
16512,0
16513,0
16514,0
16515,0
16516,0
16517,0
16518,0
16519,0
16520,1
16521,1
16522,0
16523,1
16524,1
16525,1
16526,0
16527,0
16528,0
16529,0
16530,1
16531,0
16532,0
16533,0
16534,1
16535,0
16536,0
16537,0
16538,0
16539,0
16540,0
16541,0
16542,0
16543,0
16544,0
16545,0
16546,0
16547,0
16548,0
16549,0
16550,0
16551,0
16552,0
16553,0
16554,0
16555,0
16556,1
16557,0
16558,1
16559,1
16560,1
16561,0
16562,0
16563,1
16564,0
16565,0
16566,0
16567,0
16568,0
16569,0
16570,0
16571,0
16572,1
16573,1
16574,0
16575,1
16576,0
16577,0
16578,1
16579,1
16580,0
16581,0
16582,0
16583,0
16584,0
16585,0
16586,0
16587,0
16588,0
16589,0
16590,0
16591,0
16592,0
16593,0
16594,0
16595,0
16596,0
16597,0
16598,0
16599,0
16600,0
16601,0
16602,0
16603,0
16604,0
16605,0
16606,0
16607,0
16608,0
16609,0
16610,1
16611,0
16612,0
16613,0
16614,0
16615,0
16616,1
16617,1
16618,0
16619,0
16620,0
16621,0
16622,1
16623,0
16624,1
16625,1
16626,1
16627,1
16628,0
16629,0
16630,1
16631,0
16632,0
16633,0
16634,1
16635,1
16636,1
16637,0
16638,0
16639,0
16640,1
16641,1
16642,0
16643,0
16644,0
16645,0
16646,0
16647,0
16648,1
16649,1
16650,0
16651,1
16652,1
16653,1
16654,0
16655,1
16656,0
16657,0
16658,0
16659,0
16660,0
16661,0
16662,1
16663,1
16664,0
16665,1
16666,0
16667,1
16668,1
16669,1
16670,0
16671,0
16672,1
16673,1
16674,0
16675,0
16676,0
16677,1
16678,1
16679,1
16680,0
16681,0
16682,1
16683,0
16684,0
16685,1
16686,0
16687,1
16688,0
16689,0
16690,0
16691,0
16692,1
16693,1
16694,0
16695,1
16696,0
16697,0
16698,0
16699,1
16700,1
16701,1
16702,1
16703,0
16704,1
16705,0
16706,0
16707,0
16708,0
16709,0
16710,0
16711,0
16712,1
16713,0
16714,0
16715,1
16716,1
16717,1
16718,1
16719,1
16720,0
16721,1
16722,0
16723,1
16724,1
16725,1
16726,1
16727,1
16728,0
16729,1
16730,1
16731,1
16732,1
16733,1
16734,1
16735,0
16736,0
16737,0
16738,0
16739,0
16740,0
16741,0
16742,1
16743,0
16744,0
16745,0
16746,1
16747,0
16748,0
16749,0
16750,0
16751,0
16752,1
16753,0
16754,1
16755,1
16756,0
16757,0
16758,1
16759,1
16760,0
16761,1
16762,1
16763,1
16764,1
16765,1
16766,1
16767,1
16768,0
16769,1
16770,1
16771,1
16772,1
16773,1
16774,1
16775,1
16776,1
16777,0
16778,1
16779,1
16780,1
16781,1
16782,1
16783,1
16784,1
16785,1
16786,1
16787,0
16788,1
16789,1
16790,1
16791,0
16792,1
16793,1
16794,0
16795,0
16796,1
16797,1
16798,0
16799,1
16800,1
16801,1
16802,0
16803,1
16804,1
16805,1
16806,1
16807,0
16808,0
16809,0
16810,1
16811,1
16812,1
16813,1
16814,1
16815,1
16816,1
16817,1
16818,0
16819,1
16820,1
16821,1
16822,0
16823,1
16824,0
16825,1
16826,0
16827,0
16828,0
16829,0
16830,0
16831,1
16832,1
16833,0
16834,1
16835,1
16836,1
16837,1
16838,1
16839,1
16840,1
16841,1
16842,1
16843,1
16844,1
16845,1
16846,1
16847,1
16848,1
16849,1
16850,1
16851,0
16852,1
16853,1
16854,1
16855,0
16856,1
16857,0
16858,1
16859,0
16860,1
16861,1
16862,1
16863,0
16864,1
16865,0
16866,0
16867,1
16868,0
16869,1
16870,0
16871,0
16872,1
16873,1
16874,0
16875,1
16876,0
16877,1
16878,0
16879,0
16880,0
16881,1
16882,1
16883,1
16884,0
16885,1
16886,1
16887,1
16888,1
16889,0
16890,0
16891,0
16892,1
16893,1
16894,1
16895,0
16896,0
16897,0
16898,0
16899,0
16900,1
16901,0
16902,1
16903,0
16904,1
16905,1
16906,1
16907,1
16908,1
16909,0
16910,0
16911,0
16912,1
16913,0
16914,0
16915,0
16916,0
16917,1
16918,1
16919,0
16920,0
16921,1
16922,1
16923,0
16924,1
16925,0
16926,0
16927,0
16928,1
16929,0
16930,0
16931,0
16932,0
16933,0
16934,1
16935,1
16936,0
16937,0
16938,0
16939,0
16940,0
16941,1
16942,1
16943,0
16944,1
16945,1
16946,1
16947,0
16948,0
16949,0
16950,1
16951,0
16952,1
16953,0
16954,0
16955,0
16956,1
16957,1
16958,0
16959,1
16960,1
16961,0
16962,1
16963,1
16964,1
16965,0
16966,0
16967,0
16968,1
16969,0
16970,0
16971,1
16972,0
16973,0
16974,0
16975,1
16976,0
16977,1
16978,0
16979,1
16980,1
16981,0
16982,0
16983,0
16984,0
16985,1
16986,1
16987,0
16988,1
16989,1
16990,1
16991,0
16992,0
16993,0
16994,0
16995,0
16996,1
16997,0
16998,0
16999,0
17000,0
17001,1
17002,1
17003,0
17004,0
17005,1
17006,1
17007,1
17008,1
17009,1
17010,1
17011,1
17012,0
17013,1
17014,1
17015,1
17016,1
17017,1
17018,0
17019,1
17020,1
17021,0
17022,0
17023,1
17024,0
17025,0
17026,1
17027,1
17028,1
17029,0
17030,1
17031,1
17032,1
17033,1
17034,0
17035,0
17036,1
17037,0
17038,0
17039,0
17040,0
17041,1
17042,1
17043,1
17044,1
17045,1
17046,1
17047,1
17048,1
17049,1
17050,1
17051,1
17052,1
17053,1
17054,1
17055,1
17056,0
17057,0
17058,0
17059,0
17060,1
17061,0
17062,1
17063,1
17064,1
17065,0
17066,0
17067,1
17068,1
17069,1
17070,1
17071,1
17072,1
17073,1
17074,0
17075,1
17076,1
17077,1
17078,1
17079,1
17080,1
17081,1
17082,1
17083,1
17084,1
17085,1
17086,0
17087,0
17088,1
17089,1
17090,1
17091,0
17092,1
17093,1
17094,1
17095,1
17096,1
17097,1
17098,1
17099,0
17100,0
17101,1
17102,1
17103,0
17104,1
17105,1
17106,1
17107,0
17108,1
17109,0
17110,1
17111,0
17112,1
17113,1
17114,1
17115,0
17116,1
17117,1
17118,0
17119,1
17120,1
17121,0
17122,1
17123,0
17124,1
17125,1
17126,0
17127,0
17128,1
17129,0
17130,0
17131,0
17132,1
17133,1
17134,0
17135,0
17136,0
17137,0
17138,0
17139,0
17140,1
17141,0
17142,0
17143,0
17144,1
17145,0
17146,1
17147,1
17148,1
17149,0
17150,1
17151,1
17152,1
17153,0
17154,0
17155,0
17156,0
17157,0
17158,1
17159,0
17160,1
17161,0
17162,1
17163,0
17164,0
17165,0
17166,0
17167,0
17168,0
17169,0
17170,1
17171,0
17172,0
17173,0
17174,0
17175,0
17176,0
17177,1
17178,0
17179,0
17180,0
17181,1
17182,1
